"","funny","user_id","review_id","text","business_id","stars","date","useful","type","cool"
"2224",0,"ipwdv0BB_0Rfz_a_2L0P6w","DTXcHeEGmT-x_0C6H4lT8g","This park is the worst for children. The splash pad is one of those stupid button pressing ones with intermittent sprays of water. And the sprays of water are very, very, very intermittent. Basically it's a two minute run from spray to spray if you are a five-year-old kid! You cant have a baby there or it's it's in the baking sun waiting for water and crying.

It's horribly taken care of, there are bushes overgrown everywhere.  I don't think anybody is taking care of the splash pad at all.

There's a random canoe up a long hill that is not worth the walk up to.

This is a perfect example of why city place is so dumb. No swings, a horrible splash pad, and an open field for single people to play sports in. This is why I hate living here with kids.","7jQxs8gGX7tJjYj8eoBkfA",1,"2015-07-24",2,"review",1
"2225",0,"0uacsMYppmm3Kl1bpWIOxQ","rTE_5f6epHB-hb9TMPO4XA","As far as an Urban park goes, I will give this place 4 stars. They have a splash pad for kids, and there are lots of benches to sit on. If you live in CityPlace, this is a great place to relax in the spring, summer, and fall. Bring your favourite beverage, sit down and listen to your apple or android device. Great place to people and dog watch!","7jQxs8gGX7tJjYj8eoBkfA",4,"2015-01-09",0,"review",0
"2226",0,"yUhpvs5g5qo12CRq57wp2g","Ng7d4T3OCMVdHDlT7GRRvw","I went here while I was home for Easter with my mother and sister in law. We are all different fitness levels but were able to get through the workout with the support of Dan and each other. The curved treadmill was tough but not unbearable- obviously self paced as there were no on off buttons. The TRX and weight training stations were my favorite. Dan will switch the workout for different days. Ours was all arms and shoulders and some squats. The air bike was a nice cardio addition- the more you push the better the breeze. I also like how the stations would stagger- strength, cardio, strength, cardio. All around great workout. I like the interval concept (multiple intervals of going all out, with rest periods in between) because it forced me to push myself but not get overwhelmed mind or body like I usually would over a long period of workout time. The abs at the end were another awesome addition but challenging. Unfortunately I live in TX but my mom bought a package (flexible packages) and has loved it since. Definitely stopping by when I return home. Thanks Dan!","DB2LfOIFrd8-AsNGfAiIEw",5,"2016-04-05",2,"review",0
"2227",0,"BiTMbXtxQ9agLSBUk1b13w","OwQP1Q8kqgbtRQGK0qgHGw","Looking for a full body workout, but not sure what to do or even where to begin? Hate meandering around the gym without a clear vision or workout plan? Swing into Push 40 and get started with a different - better type of workout than you have had before. When I first walked in, I noticed the awesome music playing and unique lighting around the mirrors. This created a fun environment right away. As we got into the workout, I loved the structure of the stations and intervals throughout the rotations. For me, the intervals broke up the workout nicely and kept me motivated and focused for the duration. The idea of alternating between cardio and strength stations is fantastic. It keeps the workout fresh and exciting. And speaking of cardio...the treadmills here are fantastic. These are not your generic off-the-lot running machines. I found my knees and feet thanking me for the ergonomic comforts of the treadmill belt. I loved that my knees and feet did not hurt after using them, which can sometimes be the case with all the pounding from a regular treadmill.  Although it is a group class, the workout is differentiated for your fitness level. You are in control and can really work to find your own individual push pace. Personally, I like the guidance of a trainer to encourage, support, or correct me as I go through the workout. This helps me to keep going throughout the workout, and also prevents injury. Push 40 consistently offers that, which is hard to find at gyms. 

Best part of all...??? You get it all in 40 minutes!!!","DB2LfOIFrd8-AsNGfAiIEw",5,"2016-02-26",2,"review",2
"2228",0,"MIaUGM4AB9hQ3dhaQMTnTQ","KPrPyvcvevJSF-kCgfKOoQ","Push 40 Fitness has a unique modern style that energizes you as soon as you walk in. It's been about 4 years since I have been in a gym so I was a bit apprehensive. As the class began, Dan (the owner) explained how everything you do will push you to your personal limit. For me, that sounded a bit nerve-wracking because of the limits I have due to arthritis. As I progressed through the workout, I began to see what he was talking about. All of the stations allow you to push yourself to your best, without ever feeling like you're not capable of completing the exercise. My coach was Sarah and she was great! She smiled through the entire night and made you feel re-energized at each station. The intervals change quickly and the upbeat music allows the 40 minutes to just fly. I could tell that the owner and coach loved what they were doing which made me enjoy it that much more. I never imagined going to the gym after working 10 hours would be so much fun!","DB2LfOIFrd8-AsNGfAiIEw",5,"2016-03-06",2,"review",0
"2229",0,"EMwh157mmStite6yLswrsw","kJFg-6u___sHyUjN8AZxeg","They did a good job yet feel they were in cohoots with covering for the dishonest main contractor (who went from great to horrible in one day) and have to wonder why they have to refer so many folks to the chimney experts; are they sharing referral fees or something?  I would not recommend them, though might mention they have been around long enough that it might be worth a call.  Most roofers don't get referalls; they work like they know they (hopefully)won't be needed again for 30 yrs.","3Z3EMzYlOdKtdxQOvwMtPQ",2,"2015-07-14",0,"review",0
"2230",0,"62GNFh5FySkA3MbrQmnqvg","rJRulYCSah60Obyuune3SA","Another of our prior contractors came by to help out with the new place.  Apparently the chimney wasn't the only place where the ""repairs"" were not done correctly.  Some of the shingles that were put on were either not affixed correctly or they just weren't done at all, and in order to not have to replace the entire roof in the immediate future, we decided that it's better to do some patching so that we can cross one other thing off the list for a while.

Craig's crew came out, and they took care of the issues that were of current concern: A few shingles that had some damage from trees rubbing up against them, some that had been cut too shorts and a whole mess of shingles that simple hadn't been replaced (though there supposedly had been).  It's times like this when I remind people why I'm so anal about things - because if I'm not, they don't get done correctly and then we have to go back and fix it later!","3Z3EMzYlOdKtdxQOvwMtPQ",4,"2010-07-08",1,"review",0
"2231",0,"HHd2XfbWjuKWKR2E1yZqjA","iNw7HTCLD5dXLbnLvWAXcg","This is the most ridiculous outfit of 'workers' I've ever encountered. They're on my roof as I type and though debris from the roof is now falling onto my carpet and furniture I'm informed that they CAN'T stop. I've actually called the police after begging them to stop until we can find a solution to the problem
I left an emergency message for the roofing company owner, Craig Hollingsworth who arrived at my home within 15 minutes claiming that this amount of residue INSIDE the home is normal and will vacuum right up. Off of a white sofa? Off of beige carpet? 
I'm NOT the only one who has complaints about this company here in this community regarding the shabby work being done and damages accompanying it.
I recommend that you use ANY other company for roofing than this one. Again, it's Hollingsworth Roofers - (704) 567-2107. Next stop, the Better Business Bureau.","3Z3EMzYlOdKtdxQOvwMtPQ",1,"2015-11-10",0,"review",0
"2232",0,"bXNXgx76b61TYulrSEd1xw","EiJQmxtKjiFQUdsZhyd2NQ","The owner is a jerk. His wife doesn't have much sense either. 
The receptionist called and had to reschedule my appointment due to the owner having ""something come up"". When I did get to meet with him, he was rude and short with me. 
As far as my repair getting done, I was told it could be 8 to 10 weeks! I have an active roof leak and need it fixed before anymore damage is done to my interior. 
Needless to say, I ended up calling another company who has already done the work.","3Z3EMzYlOdKtdxQOvwMtPQ",1,"2016-08-12",0,"review",0
"2233",1,"kDwPDc0cV3J2fFUsalMqGg","5g2wGbNUrazEc0nFUXFFug","I have always been a home depot fan, myself, but have recently started to visit Menards more frequently in recent months per request of my handy-man boyfriend. They have always had the products we are in search of and often have great sales that I have taken advantage of from time to time. Recently we went shopping for a project and I picked up a poinsettia for the holidays. When we were checking out the woman at the register asked if I have a cat (I do!) and let me know that poinsettias are very poisonous to cats if they eat them and she would have for my cat to get sick..or worse..because of my holiday decorating. I couldn't be more appreciative! She truly went above and beyond the assistance I usually find at hardware/home improvement stores. Thank you, Thank you!","3EjcQBo6wGAGBBcCfM5_WQ",5,"2013-12-18",2,"review",0
"2234",0,"t8vDCPg-8z-d9ePghOTXWQ","0jXjfEylh62K-jftEQToGw","I love shopping at Menards but this is my least favorite in Madison. Monona's selection including housewares and garden selection is 2 to 3 times bigger. The east side store really needs to change that. Other than that great store and friendly and helpful associates!","3EjcQBo6wGAGBBcCfM5_WQ",3,"2015-05-02",0,"review",0
"2235",1,"Jnx8GE372nbzljZ5VqZcGA","KWa2d7CyTe4Rp_NpoLrlnQ","Stopped in here after breakfast at Denny's next door.  Needed a gift card for a belated Christmas gift for my boyfriends son.  Walked through the store to the service desk. A woman was helping someone else and a man named James saw us coming his way and looked away.  We stood I front of him fit a minute which seems like forever when you're standing there waiting to be acknowledged.  Finally we asked if he could help us.  He tried to pretend he didn't hear us and finally acting like we were disturbing  him, said ""yeah...?"" Ugh!  Well we ended up getting the card and leaving.  Wouldn't go back to this Menards if you paid me.","3EjcQBo6wGAGBBcCfM5_WQ",1,"2016-02-02",1,"review",0
"2236",1,"r-zUIQPaHzvIyL93wQaoiQ","F35LjG2YN9mpJS2eVhydqg","Solid 3.5. 

Guy behind Invoice counter actually knew of what we spoke of today. Smack my buns with butter and call it a day. 

Then get this: This dude even knew where to pick the item up from the Yard. I believe he's Adam. He didn't give himself enough credit to know what we were looking for has escaped at least 10 ten on six occasions and no one in the yard ever knows where they are. 

The drawback of all Menards: each floor plan is distinctively different and the variables of fun will be inevitable (this is a farce people please hear my sarcasm). I would think retail knows (or at least WalMart gets it and I hate that place) all floor plans should mimic each other to the point of sad blatant replication, duplication that Stepford Wives will never hold a candle to the floorplan. Not because I'm a slow American too lazy to read. Not because their staff doesn't know what I'm looking for. These things can happen at any retail location once folks are conditioned. BUT BECAUSE TIME IS MONEY AND YOU DELIVER GOODS TO COMPANIES THAT HAVE TO JUGGLE TIME, MONEY AND CUSTOMER DEMANDS TO BUILD THE PERFECT PLACE. 

This location is a solid 3.75. 
Service at the Invoice Counter: Impressive because others missed the mark but it is what it should be so 4. 
Ease of shopping: 3
Check out Speed: 3.8
Yard Pick Up: 2
Providing additional products to help packaging of yard pick and offering recycling: 5 baybee
Consistent Deals: 5 I'm a doofus that just figured out the 11% back is worthwhile.","3EjcQBo6wGAGBBcCfM5_WQ",3,"2013-06-23",1,"review",1
"2237",0,"Nwb9CPnmRJFBzQsXkCq7-w","I84And9Ewezac6mD8dhslw","I just bought a house....so of course I need a good home supply store for improvements, paint, electrical, and any other things you could possibly imagine.

I've been to many ""hardware"" stores and I have to say this Menards may be my favorite in the Madison area. 

To be specific, I had a plumbing question and I needed assistance in what to buy right away. I was sitting with all the water shut off in the house and I needed this problem fixed asap. 
I explained the situation to the guy working in the plumbing section and he walked me to the products, then specifically explained every inch of what I had to do. I was amazing. Great customer service! 

I enjoy that Menards hire's employees that know what they are talking about. 

The most surprising thing about this store was the great deals on grocery items I have found randomly walking though the isles. 
I even found a great dog bed for my fat little bulldog that he enjoys so much!

A Great Store!","3EjcQBo6wGAGBBcCfM5_WQ",4,"2013-03-15",0,"review",0
"2238",1,"1jYSeP_IgHR2gP8cxjQV_w","EqMnGI5G13cTfB_L5QFDkQ","Well, the tax return is in the bank, and it's time to buy lots of house upgrades. So I grabbed my list and headed for Menards. I walked into the store at 2 o'clock on a Monday, figuring things would not be too busy. First up is lighting for outside the garage. I walked past the ""Help Desk"" with a guy in his apron. Stood in the aisle by all the lights.  15 minutes later I walked by the guy with his apron and moved on to the window coverings. Oh, did I mention that he never got out from behind the ""Help-less Desk""  to see if I had any questions?  NOT!

Well, it's on to the Window Coverings area, where I had a couple of things on my list.  I know what I want to buy, but, again, blew 15 minutes rooting through the displays without finding what I need.  Oh this time there were 2 sales types with aprons standing there chatting.  Do I detect a pattern here?

Next up, is a handful of things in the garden department.  Along the way I passed 4 or 5 Apron types without anyone offering a smile or asking if I need help.  The Garden Department is rather large as is my list.  I wandered through the aisles past 3 Apron types looking for things, but by this time my patience is running thin. I decided to leave.

On my way to the exit, I passed a couple of Apron types and not a one acknowledged me.  Hey, I get it.  I am invisible!  Next stop is Victoria's Secret to offer a hand in the changing rooms.  Being invisible does have advantages!","3EjcQBo6wGAGBBcCfM5_WQ",1,"2015-03-03",0,"review",0
"2239",0,"tbycp0aRhRsiAVYUAVR_uQ","_5mQwXI3p_fzx9z8I81lUQ","I really dislike Menard's.  For every positive interaction I have, I have two negatives ones.  My husband and I just bought a house, so you can imagine how much time we spend here.  I prefer Home Depot but the prices are so much lower at Menard's.

In the matter of two weeks, all of this happened:

1. I bought a can of paint for our guest room.  I wanted the best paint, with the primer, all the bells and whistles.  I was covering purple.  I needed it.  The salesperson said I could pick from any four.  Yet, he could not tell me why one was rated higher or called premium over the other.  It was weird.  Like here are your options but I can not tell you what their difference really is.  And some were the same brand.

2. When painting the ceiling of said room, we open up a can of paint and notice it has clumps in it.  This paint was about six months old.  Nothing happened to it.  So we go back to Menard's.  We have shopped at several area Menard's, because we are about convenience.  The lady at the counter was SO rude.  We did not have our receipt and could not find it in their system.  We pay for most things in cash and apparently this is NOT a good idea at Menard's.  It had a Menard's sticker which this location does not use (but other locations still use).  

EVERY time we tried to talk to someone she kept speaking over us and saying this can not be from here.  We then had to repeat AGAIN, that we do not just shop at this location.  We shop outside the city sometimes.  We pick things up on our way home.  

Another rep interceded and offered to return it for us.  She was SO nice.  I wish I remembered all of their names.  But she needed a person from paint to approve it.

Before looking at the paint, a rep spoke to this RUDE customer service rep and said he could not take the paint back.  It must be our fault and that is that.  Then they said they could not take and dispose of it.  Nice huh?  No one asked us anything.  The paint was BRAND new!  

3. The same day we went to return the paint, we wanted to look at screen doors.  There was no one in the section and you would have thought we were pulling teeth when we did find someone.  He was SO short with us and kept walking away while we still had questions.  It was ridiculous.  

So the prices keep us going back but the rest?  Awful/Hellish.","3EjcQBo6wGAGBBcCfM5_WQ",2,"2014-05-06",0,"review",0
"2240",0,"u2NjjrFtg4ZMsoDXtDBqjA","dNOwEq4gycf4Nrp52yUakw","I've been shopping here for years and years. Treasures galore of the home goods variety.

This weekend I bought a couch and the ordering and delivery set-up process was a breeze. Plus, the contractor they use for deliveries has incredibly reasonable rates. Yay!","3EjcQBo6wGAGBBcCfM5_WQ",4,"2012-10-02",1,"review",1
"2241",0,"THn-m4z4o8Pno5PqFRjwLw","gAR2DAW8RgU7JRYpQTPAfQ","The mostly good prices are not - I repeat NOT - worth dealing with this store. Go to Home Depot or support your local hardware store before coming here. Not logically laid out or organized whatsoever. Aisles mislabeled left and right. Staff gave unhelpful directions and never once offered to actually help me find something that I needed. I just needed leather work gloves, moth balls, cheesecloth, and twine. Even with the ""help"" of employees it took me more than 45 minutes to get out of the store. These are basic hardware store items at best!

As Steve L writes, the ""no waiting for savings"" signs are a joke at best, too. Plenty of checkstands were closed and the lines were long, but I saw employees mulling around being unhelpful. Like I said- go to Home Depot.","3EjcQBo6wGAGBBcCfM5_WQ",2,"2014-05-31",1,"review",0
"2242",0,"wd3xoNaDLib8dhQ7BxUl6g","VqGBZhFhW0QJXorAr4bebQ","A huge selection that now includes grocery items. The store is pretty well maintained and convenient to the mall and surrounding shopping areas. I went in search of a pop-up canopy tent and had zero luck finding anyone to help me find it. It's such a huge place that it's often hard to find assistance unless you go to a counter in one of their many specialty areas. 

After making a couple of rounds we finally found them (not by any of the other outdoor items, of course, as that would make sense), but they didn't have the color I needed (though it was listed as being available on their website). 

Not the worst Menard's I've been to, so they've got that going for them.","3EjcQBo6wGAGBBcCfM5_WQ",3,"2016-08-19",4,"review",1
"2243",0,"RkzQJ--bwZaanE8JPYmIWA","lnDxFt8Rn9VvxIJ3HDrYEQ","I can usually find what I need here when it comes to tools and things around the house. Their return and exchange process has gone pretty smoothly for me every time I've done it. I've yet to come across any problems with their customer service. Although, I'd appreciate it if I wasn't being followed suspiciously sometimes.","3EjcQBo6wGAGBBcCfM5_WQ",3,"2016-01-29",3,"review",1
"2244",0,"wmJsu8F-82nLLxq2cNASOA","p8BtljUjSufWe0MfAHUwUw","Can't find anything in here!  Neither can the employees.  Husband and I decided to switch to Home Depot, unless we have an awesome coupon or a rebate.","3EjcQBo6wGAGBBcCfM5_WQ",3,"2014-07-21",1,"review",0
"2245",0,"SR5kJfhu2PzfXaskvREhFg","r43rwYtTizcT6YxblvpVjw","Friendly local pub. Room at the back can be rented for parties or poker nights. Decent food but make sure kitchen is open. 
Lots of choice when it comes to beer or cocktails.  
More of a summer pub due to nice outdoor area.","CR1sV3ICjh5J15kOeVLJCg",4,"2014-12-02",0,"review",0
"2246",0,"EQecQy0e8i8caL5Zhn7org","IgO_FoSYRFuYhKp8fPO2WQ","This place is a dive. Which is great if you're in the mood for a dive.

The staff is very friendly, but they're slow.
The food is pretty gross, to be honest. Do not go there to eat. If you do, stick to something simple like fries.

Do NOT drink Draught beer there. It's usually flat and not tasty at all. Stick to bottles.

The TVs there suck, don't bother going to watch sports.

The only thing good about this place is the patio. It's right in the annex, has a decent size, and is close to parking and subway.","CR1sV3ICjh5J15kOeVLJCg",1,"2010-05-04",1,"review",0
"2247",4,"uSMK7y_H2DzRX7WcKXtFgQ","sXcE9maTyIcqTIoiTzBFVQ","When I first moved to Toronto I lived in the Annex and was really, really excited about making the Regal Beagle my local pub, simply based on the fact that it's the same name as the bar in Three's Company.

I was very disappointed. The place seemed like a bit of a dive and there was no one there at all. I had that ""is there something I should know?"" feeling when I sat down and actually grabbed a menu. The place had no vibe and didn't feel very welcoming at all. We didn't end up getting anything to eat and had a quick drink and bolted.

Regal Beagle is located in that strange area of hotels and apartments on Bloor Street. It's location isn't very exciting as it has that strip-mall kind of steez to it. If it were located on a side street and fixed up its appearance it would be a hot spot I'm sure because who doesn't want to hang out at the same place as Jack Tripper?!","CR1sV3ICjh5J15kOeVLJCg",2,"2010-11-11",3,"review",2
"2248",0,"BBoYQX90CEqztFWAEPmOqA","d2E_LLXeqR40q3Ex28rYng","It's definitely had a revamp. 
I love the bartenders. They're great. 

TV's appear to have been updated and it's a very cozy space. 

Not a party bar, but a good place to meet friends.","CR1sV3ICjh5J15kOeVLJCg",5,"2016-08-17",0,"review",0
"2249",3,"0JVi_ANYw332A4BnqY8ZRw","U1hRyVS3st9NxCHrpGbxrg","I walked in on a slow Wednesday afternoon to get a quick beer with a friend. The only server on shift saw me walk in and stand at the bar, but she ignored me for a solid five minutes. She was having a conversation with a group at a table, and while she kept turning around to look at me, she never excused herself to seve me.

Finally, when she turned around to grab another menu for the table, I politely asked if she could pour me a beer. And this is where she got really rude. She told me to wait, because it's ""rude to interrupt a conversation"", and when I didn't say anything she muttered that I need to wait for her to get on the other side of the bar. When she was finally at the taps, she lectured me, asking if I've ever worked in the food business (yep, chef and server for four years) and how she's entitled to have a conversation. Then she called me rude, condescending, and inpatient. I was too shocked to say anything else. After she poured my beer, she thumped it on the bar and walked back to the group without a word.

While we were sitting on the patio, she bothered us a few times about ""buying another beer already"". I will never, ever, be going to the Regal Beagle again.

And the draft beer was stale.","CR1sV3ICjh5J15kOeVLJCg",1,"2012-07-04",3,"review",1
"2250",0,"02AOwJB1g9ETIDGZznyuAw","xvZCvHApnJm2byv8gKyd-w","This place needs a make-over big time: old small tube TVs, ratty looking in every sense and short on staff. The menu was typical pub fare and the food didn't taste any different than most pubs. Drought selection did not include any light beers and bottle selection was limited. Plenty of other pubs in the neighbourhood are much better, not sure how this place has managed to survive to be honest.","CR1sV3ICjh5J15kOeVLJCg",2,"2010-03-01",0,"review",0
"2251",0,"8Y5UkP0JDftKWhnnOjLOTw","F1yI2BZqh5kD3xoTWApncg","I purchased a jacket for my friend using my credit card, I was told by the nice young lady that although thier return policy stated merchandise credit only, she would refund my money back to my credit card if I needed to return. When returning to the store to return this item, the owner Jeanne Lueders refused to give me my refund on my credit card. She told me that there was no way possible that I would have been told that by any of her emplyees. Instead of understanding the situation, she was very rude and I will never shop there again and ecourage others to take thier money elsewere where they are appreciated. I understand that there are certain policies but she never once took the time to listen to what I was told or to try and find out which employee told me this. She was only concerened with her store and keeping her money. I strongly suggest never shopping here if you are wanting good customer service.","HOxFZFlHMHkLuRz21h_5bw",1,"2013-12-20",1,"review",0
"2252",0,"Z0l6tdIoLZ4K2ixbYGmNdQ","tu5xYKYg53G77217QCzrLQ","Cute clothes, some are made in the USA (a big bonus in my book) and items that are reasonably priced. A small, locally owned boutique that I'd be more than happy to support for all the reasons mentioned above, however, I have a huge problem with one minor detail. 

Their return policy.

Shopper beware. If you are anything like me, you don't return items often. In fact, I hate returning things. I feel like it's a waste of my time to the point where I've kept items that I really don't like because I just don't want to go back to the place I've purchased them (or to the post office, but really, who wants to go there). I found out today, after purchasing 2 dresses 5 days ago and deciding that I really didn't need both (each very cute, but I live in t-shirts and jeans--one dress is plenty) that I couldn't return my least favorite dress of the two. Their return policy states that you can exchange the item or get store credit w/n 14 days of purchase. 

I know you are a smaller business. I know you lose money on returns (heck, every store does), however, if I get home and decide that on second thought, I really don't need/like the item enough to keep it, then I should be able to return it (in the same condition that I purchased it) within a specified period of time. Make it so you have to return your items within 7-10 days, but your customers should at least have that option. 

Maybe taking 2 stars off their rating is a lot (3.5 stars is probably more fair). But after today, I don't have a strong desire to shop here again. I have shopped at small boutiques that have decent return policies and I will continue to shop at those stores, I'm just really no longer interested in this little shop.","HOxFZFlHMHkLuRz21h_5bw",3,"2013-09-26",0,"review",0
"2253",0,"9hBGfpru1ytlpHrUpzCi2w","W2_5hKee42UgxQzhn1NocQ","Pros: does anyone know where this place is now? This was our favorite boutique in Phoenix (several years ago when we lived here). 

Cons: they're closed? All of the union was close when we were in town. Why oh why?","HOxFZFlHMHkLuRz21h_5bw",5,"2016-05-02",0,"review",0
"2254",0,"gDxARuclOhlQf3Vpi7EW1g","qi2klHU0cqtwtH3amkuWzg","Wunderschöne Lokalität in Stuttgart Uhlbach. Waren zwar nur im wunderschön angelegten Biergarten, aber wenn das wetter es erlaubt, ist es hier herrlich.
Lockere Atmosphäre. Sehr guter, sehr freundlicher Service mit guter Beratung. Die Küche ist excellent, nur frische Ware. Hier kann wirklich von ""BIO"" gesprochen werden. Die Küche bietet ein abwechslungsreiches, mediteranes Essen. Die griechische Köchin hat uns mit frisch zubereiteten Speisen nach griechischen Originalrezepten verwöhnt und erfüllt auf jedenfall einen Status, der unsere Geschmacksnerven im positiven beeiflusst. 
Der Rostbraten war Perfekt medium gebraten! Geschmack Soße und Fleisch von einem hohen niveau. Der Schafskäse war auch geschmacklich seht gut.
Ein gutes Paulaner rundete das ganze ab.
Fazit: Einfach nur empfehlenswert!","9SilU1JBnkbGkUq92V9weA",5,"2013-06-26",0,"review",0
"2255",0,"813Mk9m0pONGxCMgDKbMPA","cHn2vGWwXrCqBEyeIBBIpA","Wie kann man ein so schön gelegenes Lokal abwerten?
Antwort: Mit billigen Plastikstühlen und Plastiktischen im Aussenbereich/ einer Bedienung, der man ansieht, das ihr das Arbeiten keinen Spaß macht/ die schmuddeligen Toiletten/ und die ""unheimliche"" Atmosphäre im Innenbereich, der übervolle Aschenbecher auf dem Weg zur Toilette und das Essen aus der Friteuse.
Wir hatten keine Ahnung, suchten nur etwas nettes draussen und fanden direkt am Vereinsheim das griechische Lokal und werden es nie wieder besuchen. Echt schade, denn von dort aus kann man herrlich laufen, man hört keinen Verkehrslärm und die Aussicht wäre herrlich, wenn nicht so viel Kram rumstehen würde.","9SilU1JBnkbGkUq92V9weA",1,"2012-05-23",0,"review",0
"2256",0,"7Ei87d-501cYcZp-0YFJrQ","IOqqYOVB3UWIG2Gk4GaTeQ","Man kann Patricia leider nur recht geben.
Die Aussicht zur wirklich schönen Umgebung ist verbaut, die kettenrauchende Frau war sehr unfreundlich und hat vieles überhört, ignoriert oder es war ihr zu umständlich. Wir hätten es ahnen sollen,  dass wir nicht einfach unserem großen Hungergefühl hätten folgen sollen, als sie zur Begrüßung nicht mal Hallo sagte, sondern sich mit Block und Stift bewaffnet einfach vor uns hingestellt hat.
Das Essen war bei unserem 4er Trupp zwar nicht die Vollkatastrophe, aber so wirklich gut wollte es auch niemand nennen.
 
Wir wollten diese Erfahrung teilen und haben nach kurzer Recherche diese Restaurantseite gefunden. Interessanter weise mit einem Bewertungstext, denn wir hätten verfassen können.
 
PS: Die Toilette war bei uns ok.","9SilU1JBnkbGkUq92V9weA",2,"2012-06-24",0,"review",0
"2257",0,"XE1HLdfOO0xuINYv6qZ0JA","xFW9GRlUEldYRHRyZxt1Jw","Im Prinzip liebe ich diesen Laden. Irgendwie hat dieses Geschäft eine magische Anziehungskraft auf uns Mädels, selbst wenn wir nicht Tussig unterwegs sind, findet man die angebotenen Sachen wirklich toll!


 ABER leider ist die Filiale ziemlich klein und überlaufen, wodurch das Shopping vergnügen stark eingeschränkt ist. Der nächste Schlag trifft dann einen bei den Preisen, wenn man zum Beispiel für einen Haarreifen mit ein paar Federn dran dann fast 30 EUR bezahlen soll, dann mag das wohl in London funktionieren, aber nicht in der Schwaben (Geizmetropole) Hauptstadt ;-)


 Daher zwei Punkte abzug, so leid es mir auch tut und wie schön auch die Sachen sein mögen.","E3mAe-KlfzmpnvwZScAbNQ",3,"2011-06-27",0,"review",0
"2258",0,"py5NxUH16FJuxLeuNrWI2A","PF2sGCFAqACZpgA8n3qZdA","Ich muss einen Stern abziehen für die mächtigen Preise, oftmals echt grenzwertig. Wie der Name schon sagt findet man hier alles: von Taschen über Schlüsselanhänger, Geldbeutel, Schlüpper, Regenschirme und und und. Gute Qualität, schönes Design und tolle Stoffe. Entzückende Farben, super Ideen und für jeden Anlass ist etwas dabei. Allerdings echt nicht günstig!","E3mAe-KlfzmpnvwZScAbNQ",4,"2011-03-21",0,"review",0
"2259",0,"FNzUPfOlEP_zVn6JsLDR_A","CeF25YXoBBd0KwSIutcScQ","mein absoluter lieblingsladen wenns um ketten,ringe,armbänder und taschen geht! auch kleider,unterwäsche und bikinis gibts jedoch ist hier das problem das man diese nicht anprobieren kann. aber wenn man seine größen kennt ist das auch kein problem! 

unbedingt vorbeischaun!! ;)","E3mAe-KlfzmpnvwZScAbNQ",5,"2011-09-01",0,"review",0
"2260",0,"C2Xu4TtKy7djYF1E46v4cw","8e5MtCqa4IC-75yJaRlpUQ","Lovely restaurant--great food and wonderful service.  We brought our two kids aged 5 and 7, and I wouldn't recommend that if your kids are picky eaters.  Ours are, and total meltdown was only averted by the wonderful attentions of the handsome waiter who brought my 5 year old daughter unadorned cheese curds.  The children were graciously welcomed and treated extremely well, but unless yours are adventurous eaters, you'll need to feed them elsewhere.","1cRvhC7shC6UneMqRYm4yg",3,"2010-09-10",0,"review",0
"2261",0,"7yU76bRb0HuPVWeTTCQ_ig","KBFmFlU8LcRiy3CjSkZ2nA","They had these amazing appetizers, very unique, there was one in particular that stood out -- it had a hint of licorice. ...

I think it was cheese mixed with something else and licorice. I have no idea, but it was so good.

I attended a private event here, and they served random appetizers. They weren't normal ones either, they were creative with their ingredients. I haven't eaten their main courses, I wonder if they'd be any good...

The atmosphere was okay, the music wasn't memorably hip shaking...","1cRvhC7shC6UneMqRYm4yg",3,"2010-08-03",0,"review",0
"2262",0,"cB4YGv6Yg3IYXAIjwpdl1Q","mr0H_WISS8p9q0l3SoRg3A","Décidemment, le Vieux-Montréal n'est plus ce qu'il était, et c'est tant mieux. A des mille des anciennes trappes a touriste, on sent un renouveau en restauration qui respecte les clients et ou l'on rejette les cartes hors de prix de qualité douteuse. 
Grange Vin et Bouffe, fait partie de ces établissements. J'ai eut le plaisir de goûter leur tartare ainsi que le Mac&Cheese et c'était très bien. La belle carte de vin avec un beau choix aux verres (quoique restreint) rehausse définitivement l'expérience. Finalement les desserts sont de véritables douceurs pour le palais (le pot de crême au caramel salé.... mmm...) Le service est discret mais efficace.","1cRvhC7shC6UneMqRYm4yg",4,"2013-04-20",1,"review",1
"2263",0,"aEt49MqXIjRJRPwppS-z2Q","DDnk16Qy2mEsaHOfUl3iLw","Honestly with the wide variety of restaurant that Montreal has to offer, your hard earned cash will be better spent elsewhere. I had a risotto that had the same texture as rice, and a mac and cheese that was lacking some richness. Yes the place is cool and the concept is trendy...but the quality and innovation of the food is just not there. Sorry not sorry.","1cRvhC7shC6UneMqRYm4yg",2,"2014-03-27",0,"review",0
